,address1,address2,MLS Number,delme,sale_price,County,City,Sub Div,Type,Floor Plan Description,Bdrms,Baths Full,Baths Half,Year Built,Sqft Main,SQFT MAIN SOURCE,Below Grade Finished Sq Ft,Below Grade Finished Sq Ft Source,Lot Size,School District,Fireplace?,Fireplace Description,Basement,Basement Description,Garage/Parking?,Construction,Architecture,Roof,Lot Description,In Floodplain,Inside City Limits,Street Maintenance,Central Air,Heat,Cool,Water,Sewer,zip_code,lot_size2,lot_size3
1354,4631 SW Olympia Place,"Lee's Summit, MO 64082",2170102,Map,330000,Cass,Lee's Summit,Fountains at Raintree,Single Family,Ranch,3,3,0,2011,1763,Public Record,1000,Owner,60X100,Raymore-Peculiar,Y,"Gas Starter, Great Room",Y,"Egress Window, Finished, Full",Y,"Brick Trim, Vinyl Siding",Traditional,Composition,"City Limits, Level",No,Yes,"Pub Maint, Paved",Y,"Central Electric, Heatpump/Gas",Central Electric,City/Public,City/Public,64082,TRUE,FALSE
1355,11902 Centennial Street,"Peculiar, MO 64078",2146395,Map,330000,Cass,Peculiar,Centennial Farms,Single Family,Ranch,4,3,0,2018,1550,Builder,600,Builder,90X140,Raymore-Peculiar,Y,"Gas Starter, Great Room",Y,"Daylight, Finished, Full",Y,Stone & Frame,Traditional,Composition,"City Lot, Level, Treed",No,Yes,Pub Maint,Y,"Forced Air Gas, Natural Gas",Central Electric,City/Public,City/Public,64078,TRUE,FALSE
1356,202 Cherry Hill Drive,"Belton, MO 64012",2218251,Map,330000,Cass,Belton,Cherry Hill,Single Family,"Ranch, Reverse 1.5 Story",6,3,0,2002,1786,Public Record,1786,Public Record,13600,Belton,Y,"Gas Starter, Great Room, Wood Burning",Y,"Finished, Inside Entrance, Walk Out",Y,"Stone Veneer, Wood Siding",Traditional,Composition,"City Lot, Level",Unknown,,,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64012,FALSE,TRUE
1357,1428 Brompton Lane,"Raymore, MO 64083",2182569,Map,330000,Cass,Raymore,Creekmoor- Westbrook Villas at,Single Family,"Ranch, Reverse 1.5 Story",3,3,0,2008,1637,Builder,1158,Builder,8276,Raymore-Peculiar,Y,"Family Room, Gas, Great Room",Y,"Concrete, Finished, Walk Out",Y,"Stone & Frame, Stucco",Traditional,Composition,,Unknown,,Pub Maint,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64083,FALSE,TRUE
1358,22914 S State Route D Highway,"Cleveland, MO 64734",2174922,Map,330000,Cass,Cleveland,Holmes Highland Estates,Single Family,Raised Ranch,4,2,0,1970,1750,Owner,0,Plans,"177,725",Cass-Midway,Y,Living Room,Y,"Concrete, Inside Entrance, Walk Out",Y,"Board/Batten, Frame",,Composition,,No,,,Y,Central Gas,Central Electric,City/Public,Septic,64734,FALSE,TRUE
1359,1502 Buckeye Lane,"Pleasant Hill, MO 64080",2188474,Map,330000,Cass,Pleasant Hill,Hickory Hills,Single Family,Ranch,4,3,0,2005,2018,Public Record,1500,Owner,"22,489",Pleasant Hill,Y,Great Room,Y,"Finished, Full, Walk Out",Y,Frame,Traditional,Composition,"Treed, Wooded",No,,,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64080,FALSE,TRUE
1360,810 S Franklin Street,"Raymore, MO 64083",2216761,Map,331950,Cass,Raymore,Shadowood,Single Family,1.5 Stories,4,3,1,2019,2377,Builder,87,Builder,12221,Raymore-Peculiar,Y,Family Room,Y,"Concrete, Daylight, Full",Y,"Stone & Frame, Stucco",Traditional,Composition,"City Limits, City Lot, Corner Lot",No,Yes,"Pub Maint, Paved",Y,"Hot Water, Natural Gas",Central Electric,"City/Public, City/Public - Verify",City/Public,64083,FALSE,TRUE
1361,433 SW Seagull Street,"Lee's Summit, MO 64082",2173481,Map,332000,Cass,Lee's Summit,Raintree Lake,Single Family,2 Stories,5,4,1,2001,2544,Public Record,1008,Public Record,75X131,Raymore-Peculiar,Y,Great Room,Y,"Finished, Inside Entrance, Walk Out",Y,"Brick Trim, Stucco",Traditional,Composition,,Unknown,,,Y,"Forced Air Gas, Natural Gas","Attic Fan, Central Electric",City/Public,City/Public,64082,TRUE,FALSE
1362,1501 Wrangler Way,"Raymore, MO 64083",2178740,Map,333000,Cass,Raymore,Stonegate,Single Family,1.5 Stories,4,3,1,1997,3267,Public Record,933,Other,92X130,Raymore-Peculiar,Y,"Gas, Gas Starter, Hearth Room, Kitchen",Y,"Finished, Full, Walk Out",Y,"Brick Trim, Frame",Traditional,Composition,"City Lot, Cul-De-Sac",No,,,Y,Natural Gas,Central Electric,City/Public,City/Public,64083,TRUE,FALSE
1363,1307 Mission Drive,"Raymore, MO 64083",2165423,Map,333485,Cass,Raymore,Eagle Glen,Single Family,Ranch,3,2,0,2019,1733,Builder,0,Other,74X132,Raymore-Peculiar,Y,"Gas, Great Room",Y,"Daylight, Egress Window, Not Finished",Y,"Frame, Wood Siding",Traditional,Composition,City Lot,No,,"Pub Maint, Paved",Y,Forced Air Electric,Central Electric,City/Public,City/Public,64083,TRUE,FALSE
1364,7601 E 157th Street,"Belton, MO 64012",2203574,Map,334000,Cass,Belton,Hardee Meadows,Single Family,Atrium Split,4,2,1,2004,2600,Owner,0,Owner,.82 ac,Belton,Y,"Great Room, Master Bedroom",Y,"Finished, Walk Out",Y,"Stucco, Vinyl Siding",Contemporary,Composition,"Acreage, City Lot, Level",No,Yes,Pub Maint,Y,"Forced Air Gas, Heat Pump",Central Electric,City/Public,City/Public,64012,TRUE,FALSE
1365,23105 S Cleveland Avenue,"Peculiar, MO 64078",2187660,Map,334000,Cass,Peculiar,Other,Single Family,"1.5 Stories, Earth Contact",4,3,0,1994,2668,Public Record,0,Agent,10 ac,Raymore-Peculiar,Y,"Family Room, Gas Starter, Wood Burning",N,Slab,Y,"Stucco, Wood Siding","Contemporary, Traditional",Composition,"Acreage, Level, Pond(s), Treed",No,,,Y,Forced Air Electric,Central Electric,Rural,Septic,64078,FALSE,TRUE
1366,32106 E 179th Street,"Pleasant Hill, MO 64080",2207824,Map,334250,Cass,Pleasant Hill,Other,Single Family,"1.5 Stories, Earth Contact",3,2,1,1988,2190,Appraisal,0,Other,10 ac,Pleasant Hill,N,,N,Slab,Y,"Frame, Lap",Traditional,Composition,"Acreage, Treed",Unknown,No,Paved,Y,"Central Electric, Heat Pump","Central Electric, Heat Pump",Rural,"Aeration, Lagoon",64080,FALSE,TRUE
1367,22906 S Creekview Drive,"Peculiar, MO 64078",2136885,Map,334900,Cass,Peculiar,Fox's Den,Single Family,2 Stories,5,4,1,2018,2200,Builder,600,Builder,9750,Raymore-Peculiar,Y,Living Room,Y,"Egress Window, Finished",Y,"Lap, Stone & Frame",Traditional,Composition,City Lot,No,Yes,Pub Maint,Y,Central Gas,Central Electric,City/Public,City/Public,64078,FALSE,TRUE
1368,2208 Alexandria Lane,"Pleasant Hill, MO 64080",2177372,Map,334900,Cass,Pleasant Hill,Hickory Hills,Single Family,Ranch,3,2,0,2019,1718,Builder,0,Public Record,1 ac,Pleasant Hill,Y,Great Room,Y,"Daylight, Egress Window",Y,"Stone Trim, Wood Siding",Traditional,Composition,Treed,No,Yes,Pub Maint,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64080,TRUE,FALSE
1369,1506 Winchester Drive,"Pleasant Hill, MO 64080",2206794,Map,335000,Cass,Pleasant Hill,Hunters Ridge,Single Family,2 Stories,5,3,1,1999,2343,Public Record,634,Public Record,250X250,Pleasant Hill,Y,"Family Room, Gas",Y,"Finished, Full, Walk Out",Y,"Board/Batten, Lap",Traditional,Composition,Estate Lot,No,,,Y,Natural Gas,Central Electric,City/Public,City/Public,64080,TRUE,FALSE
1370,811 Sandpiper Street,"Raymore, MO 64083",2213708,Map,335000,Cass,Raymore,Moon Valley,Single Family,California Split,4,3,0,2003,1858,Public Record,1105,Public Record,"36,900",Raymore-Peculiar,Y,Great Room,Y,"Finished, Walk Out",Y,"Frame, Stone Veneer",Traditional,Composition,"Acreage, Corner Lot, Treed",Unknown,,,Y,Heat Pump,"Central Electric, Heat Pump",City/Public,City/Public,64083,FALSE,TRUE
1371,9502 E Seville Circle,"Peculiar, MO 64078",2196711,Map,335000,Cass,Peculiar,South Crest,Single Family,1.5 Stories,5,3,0,1987,2950,Public Record,0,Public Record,"188,179",Raymore-Peculiar,Y,"Insert, Living Room, Wood Burning",N,,Y,"Brick & Frame, Vinyl Siding",Contemporary,Composition,"Treed, Wooded",No,,,Y,"Central Electric, Heat Pump","Central Electric, Other",City/Public,"Lagoon, Septic",64078,FALSE,TRUE
1372,25122 Lone Pine Drive,"Cleveland, MO 64734",2178931,Map,335000,Cass,Cleveland,Lone Pine,Single Family,Ranch,5,3,1,1975,1908,Public Record,1242,Agent,"172,933",Cass-Midway,Y,"Family Room, Gas Starter, Living Room",Y,"Finished, Walk Out",Y,"Brick & Frame, Vinyl Siding",Traditional,Shake,"Acreage, Pond(s), Treed",No,Yes,Paved,Y,"Central Electric, Central Gas","Attic Fan, Central Electric",City/Public,Septic,64734,FALSE,TRUE
1373,17321 S State Route E Rural Route,"Pleasant Hill, MO 64080",2163879,Map,335000,Cass,Pleasant Hill,Other,Single Family,2 Stories,3,2,1,1900,2435,Public Record,1082,Public Record,"1,481,040",Strasburg,Y,"Great Room, Wood Burning",Y,Concrete,Y,"Board/Batten, Frame",Traditional,Composition,,Yes,,,Y,Central Electric,Central Electric,City/Public - Verify,Septic,64080,FALSE,TRUE
1374,11412 Shadow Glen Court,"Peculiar, MO 64078",2166196,Map,336000,Cass,Peculiar,Shadow Glen,Single Family,2 Stories,4,3,2,2016,2582,Public Record,1014,Public Record,"49,223",Raymore-Peculiar,Y,"Great Room, Hearth Room",Y,"Egress Window, Finished, Full",Y,"Stucco, Wood Siding",Traditional,Composition,"Acreage, Cul-De-Sac",No,,,Y,"Central Electric, Forced Air Electric",Central Electric,City/Public,City/Public,64078,FALSE,TRUE
1375,1307 Belinder Drive,"Raymore, MO 64083",2155951,Map,337300,Cass,Raymore,Eagle Glen,Single Family,2 Stories,4,2,1,2019,2121,Builder,0,Builder,78X127,Raymore-Peculiar,Y,"Gas, Great Room",Y,"Concrete, Daylight, Stubbed for Bath",Y,"Frame, Wood Siding",Traditional,Composition,City Lot,No,Yes,"Pub Maint, Paved",Y,Central Gas,Central Electric,City/Public,City/Public,64083,TRUE,FALSE
1376,1803 Meadow Lane,"Pleasant Hill, MO 64080",2160794,Map,338000,Cass,Pleasant Hill,Hunters Ridge,Single Family,1.5 Stories,4,3,1,2007,2915,,0,,1 ac,Pleasant Hill,Y,"Gas, Great Room",Y,"Egress Window, Full, Stubbed for Bath",Y,"Stone & Frame, Stucco & Frame",Traditional,Composition,"Corner Lot, Level",No,,,Y,"Forced Air Electric, Heatpump/Gas","Central Electric, Heat Pump",City/Public,City/Public,64080,,FALSE
1377,1100 Buckeye Lane,"Pleasant Hill, MO 64080",2204740,Map,338000,Cass,Pleasant Hill,Hickory Hills,Single Family,1.5 Stories,4,3,1,2005,2567,Public Record,81,Agent,"44,867",Pleasant Hill,Y,"Gas Starter, Great Room, Wood Burning",Y,"Full, Walk Out",Y,Frame,Traditional,Composition,"City Limits, Corner Lot",No,Yes,,Y,"Central Gas, Forced Air Gas",Central Electric,City/Public,City/Public,64080,FALSE,TRUE
1378,1615 Grandshire Drive,"Raymore, MO 64083",2192348,Map,339590,Cass,Raymore,Creekmoor - Cunningham,Single Family,Reverse 1.5 Story,4,3,0,2019,1411,Builder,918,Builder,9450,Raymore-Peculiar,Y,"Family Room, Gas, Great Room, Living Room",Y,"Finished, Full, Walk Out",Y,Lap,Traditional,Composition,"City Lot, Cul-De-Sac, Level",No,Yes,Pub Maint,Y,Central Electric,Central Electric,City/Public,City/Public,64083,FALSE,TRUE
1379,12100 Canna Court,"Peculiar, MO 64078",2186550,Map,339700,Cass,Peculiar,Olive Branch,Single Family,Ranch,3,2,0,2019,1635,Builder,0,Builder,"14,249",Raymore-Peculiar,Y,"Gas, Zero Clearance",Y,"Daylight, Full",Y,"Stone Trim, Wood Siding",Traditional,Composition,"Cul-De-Sac, Level, Pond(s)",No,,,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64078,FALSE,TRUE
1380,417 S Foxridge Drive,"Raymore, MO 64083",2197865,Map,339900,Cass,Raymore,Eagle Glen,Single Family,Reverse 1.5 Story,3,3,0,2003,1740,Other,1740,Other,120X82,Raymore-Peculiar,Y,Family Room,Y,"Finished, Walk Out",Y,Stucco,Traditional,Composition,"Adjoin Greenspace, City Lot, Treed",No,,,Y,Heat Pump,Central Electric,City/Public,City/Public,64083,TRUE,FALSE
1381,2204 Alexandria Lane,"Pleasant Hill, MO 64080",2176921,Map,339900,Cass,Pleasant Hill,Hickory Hills,Single Family,"1.5 Stories, Ranch",4,3,0,2008,2714,Builder,0,Agent,167X157,Pleasant Hill,Y,"Living Room, Wood Burning",Y,"Full, Stubbed for Bath, Walk Out",Y,"Brick Trim, Cedar",Traditional,Composition,"City Lot, Treed",No,Yes,,Y,Heat Pump,Heat Pump,City/Public - Verify,City/Public,64080,TRUE,FALSE
1382,1611 Grandshire Drive,"Raymore, MO 64083",2103610,Map,339950,Cass,Raymore,Creekmoor - Cunningham,Single Family,2 Stories,4,2,1,2018,2120,Builder,0,Builder,10000,Raymore-Peculiar,Y,"Gas, Great Room",Y,"Egress Window, Full, Stubbed for Bath",Y,"Frame, Wood Siding",Traditional,Composition,City Lot,No,Yes,Paved,Y,"Central Gas, Forced Air Gas",Central Electric,City/Public,City/Public,64083,,FALSE
1383,23005 S Creekview Drive,"Peculiar, MO 64078",2161426,Map,340000,Cass,Peculiar,Fox's Den,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2018,1370,Builder,795,Builder,"11,806",Raymore-Peculiar,Y,Great Room,Y,"Finished, Full, Walk Out",Y,"Stone & Frame, Wood Siding",Traditional,Composition,City Lot,No,Yes,,Y,Central Gas,Central Electric,City/Public,City/Public,64078,FALSE,TRUE
1384,23720 S Southcrest Drive,"Peculiar, MO 64078",2172736,Map,340000,Cass,Peculiar,South Crest,Single Family,1.5 Stories,3,3,0,2000,2339,Public Record,1300,Public Record,649X606,Raymore-Peculiar,Y,Hearth Room,Y,"Finished, Inside Entrance, Walk Out",Y,"Frame, Wood Siding","A-Frame, Contemporary",Composition,"Acreage, Stream(s), Treed, Wooded",Yes,No,Gravel,Y,"Heat Pump, Propane Gas","Attic Fan, Heat Pump",Rural,"Lagoon, Septic",64078,TRUE,FALSE
1385,22312 S Cleveland Avenue,"Peculiar, MO 64078",2212525,Map,340000,Cass,Peculiar,Other,Single Family,"Ranch, Reverse 1.5 Story",4,4,0,2013,1400,Public Record,1400,Public Record,"435,600",Raymore-Peculiar,N,,Y,"Finished, Full, Walk Out",N,Frame,Traditional,Composition,"Acreage, Pond(s)",Unknown,No,,Y,Propane Gas,Central Electric,Rural,Septic,64078,FALSE,TRUE
1386,4719 SW Raintree Drive,"Lee's Summit, MO 64082",2181031,Map,340000,Cass,Lee's Summit,Raintree Lake,Single Family,2 Stories,4,3,1,2014,2350,Public Record,0,Public Record,"11,858",Raymore-Peculiar,Y,"Gas, Living Room",Y,"Egress Window, Full",Y,"Stone Trim, Stucco & Frame",Traditional,Composition,Level,No,,,Y,Natural Gas,"Central Electric, Heat Pump",City/Public,City/Public,64082,FALSE,TRUE
1387,34701 E 235th Street,"Pleasant Hill, MO 64080",2174713,Map,340000,Cass,Pleasant Hill,Other,Single Family,"Ranch, Raised Ranch",3,2,1,1992,1598,Public Record,574,Public Record,15 ac,East Lynne,Y,"Living Room, Wood Burning",Y,"Finished, Full, Walk Out",Y,All Brick,,Composition,"Acreage, Wooded",Yes,,,Y,"Forced Air Gas, Propane Gas",Central Electric,Rural,Septic,64080,FALSE,TRUE
1388,23607 S Chadwick Drive,"Peculiar, MO 64078",2215654,Map,340000,Cass,Peculiar,Chadwick Estates,Single Family,"Ranch, Raised Ranch",4,3,0,1994,1098,Owner,491,Owner,.4 ac,Raymore-Peculiar,Y,"Basement, Living Room",Y,"Finished, Full, Walk Out",Y,Lap,Traditional,Composition,Acreage,No,No,Pub Maint,Y,Central Electric,"Attic Fan, Central Electric",Rural,Septic,64078,FALSE,TRUE
1389,21620 S Raffurty Road #21620,"Pleasant Hill, MO 64080",2195392,Map,340000,Cass,Pleasant Hill,Other,Single Family,Bungalow,2,1,0,1907,1308,Public Record,0,Public Record,73 ac,Pleasant Hill,N,,N,,N,Metal Siding,Traditional,Composition,"Acreage, Pond(s), Treed, Wooded",No,,,Y,Central Electric,Central Electric,Rural,Septic,64080,FALSE,TRUE
1390,1904 Verbena Avenue,"Greenwood, MO 64034",2157125,Map,340465,Cass,Greenwood,Allendale Lake Meadows,Single Family,2 Stories,4,2,1,2019,2310,Builder,0,Other,1 ac,Lee's Summit,Y,Living Room,Y,Not Finished,Y,"Lap, Stone & Frame",Traditional,Composition,Cul-De-Sac,No,,,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64034,FALSE,TRUE
1391,17915 S Gibbons Road,"Pleasant Hill, MO 64080",2216377,Map,341086,Cass,Pleasant Hill,Other,Single Family,Ranch,3,2,1,1977,1248,Public Record,708,Public Record,17915,Pleasant Hill,N,,Y,"Concrete, Garage Entrance",Y,"Frame, Vinyl Siding",Traditional,Composition,Acreage,Unknown,No,Gravel,Y,Central Electric,Central Electric,Rural,Septic,64080,FALSE,TRUE
1392,29700 E 291st Street,"Garden City, MO 64747",2189571,Map,342000,Cass,Garden City,Other,Single Family,2 Stories,4,3,0,1909,2060,RPR,0,RPR,4 ac,Harrisonville,N,,Y,Block,Y,Other,Traditional,Composition,,No,No,,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64747,FALSE,TRUE
1393,21503 Murlo Circle,"Peculiar, MO 64078",2171089,Map,342400,Cass,Peculiar,Tuscany,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2008,2620,Public Record,2400,Public Record,16748,Raymore-Peculiar,Y,"Gas, Master Bedroom",Y,"Finished, Walk Out",Y,"Stucco, Vinyl Siding",Traditional,Composition,"City Lot, Cul-De-Sac",No,,,Y,Central Gas,"Attic Fan, Central Electric",City/Public,City/Public,64078,FALSE,TRUE
1394,1200 Logan Drive,"Pleasant Hill, MO 64080",2165047,Map,342500,Cass,Pleasant Hill,Ridge Tree,Single Family,Ranch,3,2,0,1990,1744,Builder,0,Builder,116X86,Pleasant Hill,Y,"Gas, Great Room",Y,"Egress Window, Not Finished, Walk Up",Y,Brick & Frame,Traditional,Composition,"City Lot, Corner Lot",No,Yes,Pub Maint,Y,Heatpump/Gas,"Central Electric, Heat Pump",City/Public,City/Public,64080,TRUE,TRUE
1395,5000 SW Raintree Circle,"Lee's Summit, MO 64082",2203024,Map,342500,Cass,Lee's Summit,Raintree Lake,Single Family,"Ranch, Reverse 1.5 Story",4,2,1,2008,2200,Public Record,1000,Public Record,"15,600",Raymore-Peculiar,Y,"Gas Starter, Great Room",Y,"Concrete, Daylight, Finished",Y,"Stucco, Wood Siding",Traditional,Composition,"City Lot, Corner Lot, Cul-De-Sac",No,Yes,Paved,Y,"Central Gas, Forced Air Gas",Central Electric,City/Public,City/Public,64082,FALSE,TRUE
1396,1612 March Lane,"Raymore, MO 64083",2168109,Map,342950,Cass,Raymore,Creekmoor - Cunningham,Single Family,1.5 Stories,3,2,1,2019,1880,Builder,0,Builder,"12,322",Raymore-Peculiar,Y,Great Room,Y,"Concrete, Egress Window, Stubbed for Bath",Y,Lap,Traditional,Composition,City Lot,No,Yes,Pub Maint,Y,"Central Electric, Central Gas",Central Electric,City/Public,City/Public,64083,FALSE,TRUE
1397,1519 Johnston Drive,"Raymore, MO 64083",2196354,Map,343000,Cass,Raymore,Eagle Glen,Single Family,2 Stories,4,2,1,2016,2609,Public Record,0,Public Record,9583,Raymore-Peculiar,Y,"Gas, Gas Starter, Great Room",Y,"Full, Stubbed for Bath, Walk Out",Y,"Stone Trim, Wood Siding",Traditional,Composition,"City Lot, Corner Lot",No,Yes,Pub Maint,Y,Heat Pump,Central Electric,City/Public,City/Public,64083,FALSE,TRUE
1398,407 Shady Lane,"Pleasant Hill, MO 64080",2173059,Map,343000,Cass,Pleasant Hill,Sugarland Estates West,Single Family,1.5 Stories,4,3,1,1998,2743,Public Record,1000,Public Record,15000,Pleasant Hill,Y,"Gas, Living Room, Recreation Room",Y,"Daylight, Finished, Walk Out",Y,Wood Siding,Traditional,Composition,"Cul-De-Sac, Estate Lot, Level, Treed",Unknown,,,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64080,FALSE,TRUE
1399,421 SW Albatross Court,"Lee's Summit, MO 64082",2221848,Map,344000,Cass,Lee's Summit,Raintree Lake,Single Family,2 Stories,4,4,1,2000,2080,RPR,1020,RPR,75X130,Raymore-Peculiar,Y,"Gas, Great Room",Y,"Daylight, Finished, Walk Up",Y,"Brick Trim, Wood Siding",Traditional,Composition,Level,No,Yes,Pub Maint,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64082,TRUE,FALSE
1400,106 S Eastglen Drive,"Raymore, MO 64083",2208700,Map,345000,Cass,Raymore,Eagle Glen,Single Family,2 Stories,5,3,1,0,2350,Owner,650,Owner,13838,Raymore-Peculiar,Y,"Gas, Gas Starter, Great Room",Y,"Daylight, Egress Window, Finished",Y,"Brick Trim, Wood Siding",Traditional,Composition,"City Lot, Level",No,,,Y,Heatpump/Gas,"Attic Fan, Heat Pump",City/Public,City/Public,64083,FALSE,TRUE
1401,26023 Skyline Drive,"Harrisonville, MO 64701",2187870,Map,345000,Cass,Harrisonville,Sky Line Farms,Single Family,Ranch,5,3,0,2000,2040,Public Record,2040,Public Record,"130,680",Harrisonville,Y,"Basement, Wood Burning",Y,"Finished, Full, Walk Out",Y,Brick & Frame,Traditional,Composition,Acreage,No,,,Y,Propane Gas,Central Electric,City/Public,Lagoon,64701,FALSE,TRUE
1402,26103 E 203rd Street,"Pleasant Hill, MO 64080",2175235,Map,345000,Cass,Pleasant Hill,Pleasant Hill,Single Family,1.5 Stories,3,3,1,2005,2194,Owner,0,Agent,"250,470",Pleasant Hill,N,,Y,"Concrete, Stubbed for Bath, Walk Out",Y,Frame,Traditional,Composition,Acreage,No,No,,Y,"Central Electric, Heat Pump",Central Electric,City/Public - Verify,"Lagoon, Septic",64080,FALSE,TRUE
1403,18200 S State Route D Highway,"Belton, MO 64012",2183229,Map,345000,Cass,Belton,Cass County,Single Family,Ranch,3,2,0,1940,2338,Public Record,585,Public Record,"871,200",Cass-Midway,Y,,Y,Block,Y,Frame,Traditional,Composition,,Unknown,,,Y,Central Electric,Central Electric,City/Public,Septic,64012,FALSE,TRUE
1404,1305 Cooper Drive,"Raymore, MO 64083",2157511,Map,346750,Cass,Raymore,Eagle Glen,Single Family,"Ranch, Reverse 1.5 Story",3,3,0,2018,1653,Builder,799,Builder,79X124,Raymore-Peculiar,Y,Great Room,Y,"Daylight, Finished",Y,"Lap, Stone Trim",Traditional,Composition,"City Limits, City Lot",No,Yes,Pub Maint,Y,Central Gas,Central Electric,City/Public,City/Public,64083,TRUE,FALSE
1405,22912 S Foxs Lane,"Peculiar, MO 64078",2218001,Map,347000,Cass,Peculiar,Fox's Den,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2019,1405,Builder,875,Builder,"11,806",Raymore-Peculiar,Y,Great Room,Y,"Finished, Walk Out",Y,"Stone & Frame, Wood Siding",Traditional,Composition,City Lot,No,Yes,,Y,Central Gas,Central Electric,City/Public,City/Public,64078,FALSE,TRUE
1406,22616 Frontier Drive,"Peculiar, MO 64078",2206999,Map,347000,Cass,Peculiar,Centennial Farms,Single Family,"California Split, Front/Back Split",4,3,0,2020,1700,Builder,800,Builder,117X126,Raymore-Peculiar,Y,"Gas Starter, Great Room",Y,"Finished, Walk Out",Y,Stone & Frame,Traditional,Composition,"City Lot, Corner Lot",No,Yes,Pub Maint,Y,"Forced Air Gas, Natural Gas",Central Electric,City/Public - Verify,City/Public,64078,TRUE,FALSE
1407,22905 S Fox's Lane,"Peculiar, MO 64078",2191514,Map,349000,Cass,Peculiar,Fox's Den,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2019,1370,Builder,795,Builder,"11,806",Raymore-Peculiar,Y,Great Room,Y,"Finished, Full",Y,"Stone & Frame, Wood Siding",Traditional,Composition,City Lot,No,Yes,,Y,Central Gas,Central Electric,City/Public,City/Public,64078,FALSE,TRUE
1408,4824 SW Beckham Drive,"Lee's Summit, MO 64083",2157268,Map,349632,Cass,Lee's Summit,Kensington Farms,Single Family,Ranch,4,3,0,2019,1802,Builder,1000,Builder,7181,Raymore-Peculiar,N,,Y,"Finished, Full, Stubbed for Bath",Y,Stone Veneer,Traditional,Composition,,No,,,Y,Central Gas,Central Electric,City/Public,City/Public,64083,FALSE,TRUE
